unit,actual_rul,pred_rul,abs_error
92,277,162.5505143474116,114.44948565258841
92,281,168.60634911979284,112.39365088020716
92,268,162.16526366948113,105.83473633051887
96,261,159.21103016219465,101.78896983780535
92,291,191.96315281141796,99.03684718858204
96,281,184.89313986730875,96.10686013269125
65,41,136.62661024516845,95.62661024516845
65,50,143.6613109792559,93.66131097925589
96,214,128.82579883138823,85.17420116861177
67,239,154.01166953384154,84.98833046615846
92,305,220.81771721765782,84.18228278234218
93,56,138.6164721905625,82.61647219056249
65,45,126.85337603391403,81.85337603391403
56,166,86.98146063672726,79.01853936327274
93,96,173.20236712277563,77.20236712277563
65,42,118.89029761377238,76.89029761377238
86,161,85.09759700145337,75.90240299854663
56,146,70.46654186461336,75.53345813538664
65,49,124.47960419244923,75.47960419244923
92,261,185.79836797421953,75.20163202578047
65,59,134.1176914398282,75.1176914398282
93,75,149.90366024363212,74.90366024363212
56,170,95.92795913296573,74.07204086703427
5,193,119.63766825114949,73.36233174885051
94,153,79.94141159605242,73.05858840394758
65,47,118.5937579518852,71.5937579518852
84,156,84.98703508845054,71.01296491154946
84,165,94.6376080914732,70.3623919085268
93,66,135.7492363648116,69.7492363648116
92,315,246.37099823172073,68.62900176827927
65,36,103.3645093028213,67.3645093028213
5,196,129.21503786772686,66.78496213227314
96,177,110.57655231036586,66.42344768963414
5,192,125.63205151710582,66.36794848289418
3,135,201.15273188459676,66.15273188459676
7,184,118.08987975208586,65.91012024791414
56,150,84.26950620982478,65.73049379017522
56,161,95.69412984428753,65.30587015571247
84,171,106.91946147972573,64.08053852027427
84,137,73.06347377178388,63.936526228216124
69,312,248.3570619923125,63.64293800768749
95,213,149.8398548989018,63.16014510109821
84,161,98.34212764164799,62.65787235835201
84,153,90.44151648253802,62.55848351746198
84,167,105.06050708288454,61.93949291711546
94,136,74.27839121606226,61.72160878393774
96,179,117.99740644607392,61.002593553926076
69,303,242.54322179895442,60.45677820104558
92,267,206.72716281501934,60.27283718498066
94,148,87.77953514602854,60.220464853971464
69,317,256.85734269449244,60.142657305507555
92,212,152.28665615605678,59.71334384394322
84,132,72.43490390044539,59.56509609955461
2,286,226.65898659442576,59.341013405574245
86,160,100.7228877688177,59.2771122311823
67,201,141.76426510972817,59.23573489027183
65,61,120.15578669668267,59.15578669668267
94,145,85.94498390684336,59.05501609315664
94,156,97.05148918532656,58.94851081467344
86,217,158.1265930133585,58.8734069866415
92,340,281.1633744208573,58.83662557914272
93,108,165.38873935320336,57.38873935320336
84,157,99.63516642587317,57.364833574126834
93,81,138.3505851281978,57.35058512819779
93,85,142.1021230864286,57.102123086428605
67,263,206.46351616850694,56.53648383149306
84,187,130.5957632786369,56.404236721363105
86,196,139.89533747180516,56.10466252819484
86,205,149.21552638690198,55.784473613098015
65,25,79.98774774464133,54.987747744641325
2,265,210.02411837687626,54.97588162312374
90,27,81.78502662017443,54.785026620174435
86,170,115.4260628761955,54.5739371238045
94,150,95.45868708023536,54.541312919764636
84,133,78.47310429997755,54.52689570002245
2,276,221.47861896168916,54.521381038310835
86,179,124.63376621459302,54.366233785406976
84,192,137.89407934319604,54.10592065680396
56,132,78.20651565561678,53.79348434438322
86,193,139.37782135015598,53.62217864984402
86,168,114.78523484549874,53.214765154501265
86,277,223.83401890333326,53.16598109666674
90,36,89.16130132755254,53.161301327552536
70,78,131.00254883427803,53.00254883427803
86,221,168.00450611170515,52.995493888294845
96,283,230.00567124216278,52.99432875783722
84,193,140.10040083863785,52.89959916136215
90,46,98.55789504193238,52.55789504193238
92,335,282.56587453867974,52.434125461320264
86,274,221.6641947255936,52.3358052744064
64,175,122.7292354916389,52.2707645083611
90,61,112.89690085792914,51.89690085792914
96,154,102.12264056746707,51.87735943253293
92,262,210.2017657984869,51.79823420151311
86,185,133.34859188680747,51.65140811319253
77,65,116.5465565966866,51.5465565966866
67,253,201.57294839751464,51.42705160248536
2,272,220.64487977139171,51.355120228608286
2,285,233.7468847847204,51.25311521527959
94,140,89.39377544046084,50.60622455953916
92,330,279.40013027542966,50.59986972457034
84,136,85.6844038337526,50.3155961662474
83,236,185.8333255807887,50.16667441921129
77,81,131.10099773165982,50.10099773165982
92,328,278.07038807246516,49.929611927534836
84,174,124.09919633565555,49.90080366434445
84,123,73.356173713077,49.643826286923
94,151,101.41898526227297,49.58101473772703
74,30,79.36998448327942,49.369984483279424
83,240,190.69021273215284,49.309787267847156
20,232,182.7772871264552,49.22271287354479
90,35,84.03043472347763,49.030434723477626
24,26,74.97496156807273,48.97496156807273
92,337,288.0341094013339,48.96589059866608
83,268,219.08091460073615,48.91908539926385
74,39,87.91091459420984,48.91091459420984
90,66,114.77817484393724,48.77817484393724
77,78,126.54772847023281,48.54772847023281
17,161,112.48024923496581,48.51975076503419
96,235,186.55313580531333,48.44686419468667
20,153,104.71481859778389,48.28518140221611
92,180,131.76964803118457,48.23035196881543
96,334,285.9487473461295,48.051252653870506
94,129,80.94947675770983,48.05052324229017
17,163,114.96697344981281,48.03302655018719
92,144,95.99057228348912,48.009427716510885
69,232,184.14321846490222,47.85678153509778
20,134,86.15922870369157,47.84077129630843
93,54,101.81456342225248,47.814563422252476
84,186,138.3375578175471,47.66244218245291
57,95,142.57976991634007,47.57976991634007
20,150,102.62762128860075,47.37237871139925
83,238,190.7382318067196,47.2617681932804
90,48,95.04288864737946,47.042888647379456
5,260,213.0820752631604,46.91792473683961
20,208,161.21726365150224,46.782736348497764
86,253,206.30231858854654,46.69768141145346
77,84,130.68185710307884,46.68185710307884
7,255,208.46733683403144,46.53266316596856
90,28,74.49163964123396,46.49163964123396
20,200,153.5537217743631,46.44627822563689
20,158,111.61425461994959,46.38574538005041
86,267,220.62376412575574,46.37623587424426
17,166,119.68980047478317,46.31019952521683
69,319,272.891635360013,46.10836463998697
17,274,228.1040731867375,45.89592681326249
20,199,153.18987900645888,45.81012099354112
2,140,94.32599994098014,45.67400005901986
77,100,145.651503672791,45.651503672790994
86,167,121.45957046108032,45.54042953891968
86,270,224.48068018918377,45.51931981081623
93,28,73.49063502758341,45.49063502758341
24,75,120.4737694717956,45.473769471795606
56,143,97.5284306427472,45.471569357252804
