unit,actual_rul,pred_rul,abs_error
69,213,88.66448651702925,124.33551348297075
69,305,191.06934080021531,113.93065919978469
92,236,127.3525899018,108.6474100982
92,264,172.33092210097422,91.66907789902578
67,166,77.82414546398803,88.17585453601197
92,332,248.18954415308463,83.81045584691537
67,257,175.21646879554208,81.78353120445792
92,251,170.06587207194747,80.93412792805253
69,154,79.91369861088657,74.08630138911343
96,201,127.24074153288873,73.75925846711127
67,265,191.7616205010757,73.2383794989243
84,141,70.29262677495052,70.70737322504948
69,311,240.67727784695663,70.32272215304337
69,275,205.32673566250986,69.67326433749014
17,249,179.8992488450649,69.1007511549351
69,295,226.28493523378503,68.71506476621497
86,206,138.5798949511214,67.42010504887861
92,296,228.78330452584248,67.21669547415752
56,149,81.78477009878428,67.21522990121572
92,220,153.80871652435795,66.19128347564205
67,233,166.91273823296936,66.08726176703064
92,260,195.22179992449924,64.77820007550076
86,218,153.4063897963721,64.59361020362789
67,246,181.86956836293948,64.13043163706052
90,38,101.30282388043713,63.30282388043713
84,143,79.86189699260603,63.138103007393966
92,151,87.89245245279946,63.10754754720054
65,51,113.97765661709107,62.97765661709107
92,295,232.03397153353367,62.96602846646633
67,259,196.14073487810336,62.85926512189664
86,209,146.45587173520877,62.544128264791226
65,46,108.36285524407783,62.362855244077835
68,82,144.21346074495554,62.21346074495554
92,194,131.85105916611806,62.14894083388194
92,313,250.91572089071576,62.08427910928424
93,48,110.03322355207213,62.03322355207213
93,57,118.74357903482002,61.743579034820016
69,269,207.7749672193452,61.2250327806548
93,62,123.06615668971875,61.06615668971875
83,288,227.30304984014617,60.69695015985383
86,189,128.5573002474896,60.44269975251041
86,225,164.6096142406888,60.39038575931119
67,287,227.27987240950534,59.720127590494656
93,53,112.59340045622316,59.593400456223165
93,74,133.5526463930745,59.5526463930745
83,242,182.50523821107237,59.49476178892763
92,298,238.57328279290343,59.42671720709657
93,52,110.97661823824104,58.976618238241045
86,233,174.4774031029541,58.5225968970459
67,254,195.6054589567273,58.39454104327271
96,232,173.7029595603778,58.29704043962221
96,236,178.2642517069072,57.7357482930928
92,189,131.57578803868182,57.42421196131818
56,155,97.8567852388829,57.14321476111709
77,66,123.1029317666449,57.1029317666449
67,236,179.25096880945557,56.74903119054443
86,227,170.32388673239657,56.67611326760343
86,157,100.5212242079488,56.478775792051195
84,150,93.72226706708672,56.27773293291328
92,318,261.86114305972546,56.138856940274536
67,151,95.07568677726958,55.92431322273042
84,152,96.10293120660457,55.897068793395434
84,145,89.51907888136044,55.48092111863956
93,76,131.3532918539922,55.353291853992204
90,32,87.2757657136162,55.275765713616195
93,36,90.84629771661238,54.84629771661238
83,287,232.52281144135506,54.47718855864494
67,243,188.70221385911918,54.29778614088082
46,147,92.87627142693273,54.12372857306727
67,268,214.09733171708893,53.902668282911065
86,153,99.19199769691498,53.80800230308502
69,170,116.30760386875947,53.69239613124053
67,261,207.33940236611,53.660597633890006
96,150,96.34385257594936,53.656147424050644
69,195,141.4008511181766,53.599148881823396
65,101,154.58474782859892,53.58474782859892
68,77,130.35721815696766,53.35721815696766
91,45,97.9257879997174,52.9257879997174
86,208,155.1251545078682,52.87484549213181
77,71,123.71477536542491,52.71477536542491
96,288,235.3841451792734,52.61585482072661
90,53,105.57904987378747,52.57904987378747
56,133,80.43742771149218,52.56257228850782
67,181,128.44751216167035,52.552487838329654
84,114,61.55807963160781,52.44192036839219
84,188,135.59348074166212,52.40651925833788
86,166,113.68168191967781,52.318318080322186
83,59,110.85734501380576,51.857345013805755
70,82,133.83018120317513,51.83018120317513
3,92,143.46442506722525,51.46442506722525
83,279,227.7133758824113,51.2866241175887
86,275,223.78730961793903,51.21269038206097
92,293,241.92990736757508,51.07009263242492
20,129,77.97758995344475,51.02241004655525
92,226,175.05584104708606,50.94415895291394
92,312,261.2026476789176,50.79735232108243
84,162,111.21924661132029,50.78075338867971
64,135,84.31541170118197,50.68458829881803
96,221,170.41157612665293,50.58842387334707
69,199,148.4232617787835,50.57673822121649
93,112,162.46794550404806,50.46794550404806
86,165,114.5642121006742,50.4357878993258
86,202,151.67426114509743,50.32573885490257
67,288,237.68221154098012,50.31778845901988
77,61,111.04699636038349,50.04699636038349
84,160,109.96277374763015,50.03722625236985
17,272,222.09585711449793,49.90414288550207
92,283,233.2727150357703,49.72728496422971
77,111,160.72324302398582,49.723243023985816
22,84,34.43925787830186,49.56074212169814
67,279,229.64892472385245,49.351075276147554
83,280,230.78806162209895,49.21193837790105
20,137,87.81051224228544,49.18948775771456
77,119,168.17511682557594,49.17511682557594
85,68,117.03074273034858,49.03074273034858
87,38,86.96230514791604,48.96230514791604
77,117,165.9214886688339,48.92148866883389
57,121,169.90218560368467,48.90218560368467
77,58,106.88153216859689,48.88153216859689
93,39,87.87563025080402,48.87563025080402
24,41,89.47527878403774,48.47527878403774
92,232,183.54575633169182,48.45424366830818
86,169,120.67293517433194,48.32706482566806
17,242,193.68667488488848,48.313325115111525
17,171,122.73486848113127,48.26513151886873
77,44,92.1974180359531,48.197418035953106
69,298,249.86331865166977,48.13668134833023
86,177,128.86957491178063,48.13042508821937
96,222,173.94587028078624,48.05412971921376
83,61,108.92790291180658,47.927902911806584
67,264,216.16766259458277,47.832337405417235
84,138,90.18550165147201,47.81449834852799
20,212,164.19480613648722,47.805193863512784
83,258,210.27651573423174,47.72348426576826
2,246,198.471315334285,47.52868466571499
77,113,160.45539071640454,47.45539071640454
92,308,260.5885426486359,47.411457351364106
77,135,182.37937572766808,47.37937572766808
90,47,94.30480631285086,47.30480631285086
86,254,206.82663761404697,47.17336238595303
3,114,160.97674445192487,46.97674445192487
84,191,144.13892275731348,46.86107724268652
92,263,216.1390469714839,46.86095302851609
46,151,104.22536792694255,46.77463207305745
83,278,231.22581860534171,46.774181394658285
77,80,126.60593507056815,46.60593507056815
70,63,109.43615004095474,46.43615004095474
94,154,107.61175135171885,46.38824864828115
64,234,187.72090468142537,46.27909531857463
96,165,118.74108186551506,46.258918134484944
54,158,111.80888110161318,46.19111889838682
86,256,209.82999897716292,46.170001022837084
67,258,211.87530130369677,46.12469869630323
84,197,150.88883211535958,46.11116788464042
94,137,90.9348489111167,46.0651510888833
69,200,153.93543920569053,46.06456079430947
77,60,105.96727305966299,45.967273059662986
20,207,161.04536840776402,45.954631592235984
17,168,122.09745491495765,45.90254508504235
77,121,166.89139484485136,45.89139484485136
69,257,211.12984334104965,45.87015665895035
25,157,111.19496836003967,45.80503163996033
91,72,117.80045418089969,45.80045418089969
69,308,262.264851581986,45.73514841801398
3,80,125.6549675278956,45.65496752789559
93,61,106.39378308262,45.393783082620004
20,117,71.89615640636111,45.103843593638885
56,145,99.99200927899119,45.00799072100881
17,180,135.057324400769,44.942675599230995
70,65,109.92622133189379,44.926221331893785
39,89,133.86051158055517,44.86051158055517
92,333,288.35175087901456,44.64824912098544
20,159,114.35679275459952,44.643207245400475
39,92,136.60308840006277,44.603088400062774
20,131,86.3986070156472,44.6013929843528
67,307,262.4115088204467,44.58849117955327
25,204,159.43767182740515,44.562328172594846
92,289,244.50760723071645,44.492392769283555
73,94,49.514808375122755,44.485191624877245
20,204,159.6050500439032,44.39494995609681
77,63,107.33924070332137,44.339240703321366
7,253,208.66242565827648,44.337574341723524
3,66,110.29072813777967,44.290728137779666
92,317,272.73237215865834,44.267627841341664
24,39,83.18688702117201,44.18688702117201
92,338,293.8549553962424,44.14504460375758
84,142,97.85882133813891,44.14117866186109
86,162,117.90734421673554,44.09265578326446
93,137,181.07616673690973,44.07616673690973
92,240,195.96361624103645,44.03638375896355
58,46,89.9946820494159,43.9946820494159
77,86,129.97639282219106,43.97639282219106
77,132,175.81693445782682,43.81693445782682
86,268,224.2219651414906,43.778034858509386
20,166,122.25819264444713,43.741807355552865
20,230,186.36253417385765,43.637465826142346
77,82,125.49914143316188,43.49914143316188
69,351,307.623524701277,43.376475298722994
64,188,144.63203794240036,43.36796205759964
65,121,164.33297035220306,43.33297035220306
20,179,135.70495346864908,43.29504653135092
24,40,83.18037090680606,43.18037090680606
67,91,134.09322184235072,43.093221842350715
