unit,actual_rul,pred_rul,abs_error
69,292,157.55644883057184,134.44355116942816
92,288,154.86010745961002,133.13989254038998
93,77,209.7149268718069,132.7149268718069
69,213,88.66448651702926,124.33551348297074
92,282,160.55099516527864,121.44900483472136
93,139,259.1779552214804,120.17795522148037
92,277,162.5505143474116,114.44948565258841
69,305,191.06934080021531,113.93065919978469
92,253,139.65576852254523,113.34423147745477
92,281,168.60634911979284,112.39365088020716
92,258,145.87294455521578,112.12705544478422
92,236,127.3525899018,108.6474100982
93,102,208.1182651215728,106.11826512157279
92,268,162.1652636694811,105.8347363305189
96,282,176.31432946290647,105.68567053709353
93,67,169.56379612520976,102.56379612520976
96,261,159.21103016219465,101.78896983780535
96,249,148.92049600218832,100.07950399781168
92,291,191.96315281141796,99.03684718858204
93,43,141.47626814100556,98.47626814100556
93,55,151.99647293109612,96.99647293109612
92,239,142.8772162143888,96.1227837856112
96,281,184.89313986730878,96.10686013269122
65,41,136.62661024516845,95.62661024516845
92,248,152.92126162037619,95.07873837962381
69,277,182.1182410166992,94.88175898330081
92,256,161.17713107459534,94.82286892540466
65,50,143.66131097925592,93.66131097925592
69,273,179.80790187900575,93.19209812099425
92,257,164.96215545575737,92.03784454424263
65,62,153.8521643271373,91.8521643271373
92,264,172.33092210097425,91.66907789902575
96,278,188.727031819656,89.27296818034401
93,90,178.33331108377632,88.33331108377632
67,166,77.82414546398803,88.17585453601197
92,225,137.39243546097723,87.60756453902277
93,130,217.28851928340333,87.28851928340333
65,57,142.95359988916533,85.95359988916533
93,58,143.82457125167207,85.82457125167207
93,47,132.69110019349702,85.69110019349702
96,214,128.8257988313882,85.1742011686118
67,239,154.01166953384157,84.98833046615843
92,305,220.81771721765782,84.18228278234218
92,332,248.18954415308463,83.81045584691537
93,56,138.6164721905625,82.61647219056249
93,129,211.43760437107142,82.43760437107142
93,106,188.39825825863753,82.39825825863753
67,228,145.69797834361498,82.30202165638502
65,45,126.853376033914,81.853376033914
67,257,175.21646879554208,81.78353120445792
93,89,170.36289479545212,81.36289479545212
92,292,210.91251346525058,81.08748653474942
92,251,170.06587207194744,80.93412792805256
69,280,199.10070171390495,80.89929828609505
56,175,94.13681091733761,80.86318908266239
92,249,168.42237828376173,80.57762171623827
92,276,195.6276975886641,80.37230241133591
17,221,140.72063498244736,80.27936501755264
56,166,86.98146063672726,79.01853936327274
92,238,159.0999820471779,78.90001795282211
84,151,73.12719772938013,77.87280227061987
65,74,151.54351928160926,77.54351928160926
56,176,98.68868693458639,77.31131306541361
93,96,173.2023671227756,77.2023671227756
93,63,140.18449938219675,77.18449938219675
92,269,192.09211623263337,76.90788376736663
65,42,118.89029761377238,76.89029761377238
65,69,145.77015829883877,76.77015829883877
93,83,159.7651091007399,76.76510910073989
86,186,109.85594895985089,76.14405104014911
86,161,85.09759700145337,75.90240299854663
65,53,128.88700563226968,75.88700563226968
56,146,70.46654186461336,75.53345813538664
65,49,124.47960419244923,75.47960419244923
92,261,185.79836797421956,75.20163202578044
65,59,134.1176914398282,75.1176914398282
65,56,131.11487308568914,75.11487308568914
65,34,108.9317397741553,74.9317397741553
93,75,149.90366024363212,74.90366024363212
67,234,159.23846816086606,74.76153183913394
84,169,94.5759843047336,74.4240156952664
86,195,120.58685211619861,74.41314788380139
69,154,79.91369861088657,74.08630138911343
56,170,95.92795913296573,74.07204086703427
84,158,84.13170842279487,73.86829157720513
96,201,127.24074153288873,73.75925846711127
5,193,119.63766825114949,73.36233174885051
92,245,171.65736484339715,73.34263515660285
93,118,191.2945441716435,73.29454417164351
96,217,143.7311308629464,73.2688691370536
67,265,191.7616205010757,73.2383794989243
67,273,199.83682743574596,73.16317256425404
86,201,127.89460288149122,73.10539711850878
94,153,79.94141159605243,73.05858840394757
93,50,123.04998478701229,73.04998478701229
64,167,94.04963493472498,72.95036506527502
3,73,145.8516490158947,72.85164901589471
69,260,187.306337830278,72.69366216972199
84,144,71.3423065869154,72.6576934130846
